TransactionID,CustomerID,ProductID,QuantityPurchased,TransactionDate,Price
550,354,50,4,2023-01-23,67.71
551,834,30,4,2023-01-23,19.32
552,800,190,2,2023-01-23,92.82
553,727,101,4,2023-01-24,16.85
554,959,25,4,2023-01-24,90.34
555,854,112,4,2023-01-24,11.95
556,51,155,2,2023-01-24,38.72
557,665,179,4,2023-01-24,85.91
558,698,185,4,2023-01-24,90.8
559,575,126,1,2023-01-24,15.19
560,190,123,1,2023-01-24,25.18
561,125,47,2,2023-01-24,56.53
562,150,118,3,2023-01-24,14.55
563,314,39,1,2023-01-24,95.92
564,570,16,2,2023-01-24,87.93
565,342,22,4,2023-01-24,23.28
566,305,54,4,2023-01-24,82.01
567,692,149,2,2023-01-24,92.64
568,682,200,4,2023-01-24,93.91
569,838,16,4,2023-01-24,87.93
570,783,59,3,2023-01-24,51.94
571,54,31,4,2023-01-24,51.2
572,444,170,1,2023-01-24,13.65
573,613,32,4,2023-01-24,43.82
574,993,187,2,2023-01-24,84.34
575,264,162,3,2023-01-24,87.55
576,53,9,4,2023-01-24,15.23
577,572,139,2,2023-01-25,10.3
578,620,10,1,2023-01-25,57.39
579,5,17,4,2023-01-25,94.5
580,103,68,3,2023-01-25,42.59
581,196,48,4,2023-01-25,27.7
582,774,180,2,2023-01-25,94.76
583,877,111,3,2023-01-25,85.44
584,992,153,4,2023-01-25,93.43
585,884,123,1,2023-01-25,25.18
586,350,149,3,2023-01-25,92.64
587,47,101,1,2023-01-25,16.85
588,867,102,2,2023-01-25,64.32
589,823,65,4,2023-01-25,17.19
590,936,191,1,2023-01-25,48.47
591,820,51,2,2023-01-25,9312.0
592,656,36,4,2023-01-25,99.46
593,269,81,2,2023-01-25,76.79
594,370,127,1,2023-01-25,94.35
595,636,88,2,2023-01-25,72.79
596,106,194,3,2023-01-25,57.65
597,670,104,4,2023-01-25,86.53
598,659,15,2,2023-01-25,46.59
599,657,96,1,2023-01-25,99.06
600,120,167,4,2023-01-25,66.2
601,831,123,3,2023-01-26,25.18
602,787,198,4,2023-01-26,86.03
603,604,1,3,2023-01-26,46.11
604,58,151,4,2023-01-26,78.87
605,951,122,2,2023-01-26,67.99
606,346,167,2,2023-01-26,66.2
607,741,126,1,2023-01-26,15.19
608,474,57,3,2023-01-26,84.9
609,117,81,1,2023-01-26,76.79
610,830,162,2,2023-01-26,87.55
611,791,169,3,2023-01-26,53.88
612,127,73,1,2023-01-26,68.55
613,393,141,1,2023-01-26,85.04
614,908,70,1,2023-01-26,43.77
615,641,6,1,2023-01-26,91.73
616,58,84,1,2023-01-26,74.47
617,634,52,3,2023-01-26,80.47
618,513,3,1,2023-01-26,78.72
619,751,81,3,2023-01-26,76.79
620,802,63,1,2023-01-26,65.49
621,96,49,2,2023-01-26,78.21
622,638,76,2,2023-01-26,94.25
623,118,112,1,2023-01-26,11.95
624,560,175,4,2023-01-26,28.05
625,601,109,2,2023-01-27,11.12
626,488,183,3,2023-01-27,32.66
627,237,192,1,2023-01-27,42.85
628,885,65,3,2023-01-27,17.19
629,897,81,4,2023-01-27,76.79
630,272,195,1,2023-01-27,71.6
631,189,15,2,2023-01-27,46.59
632,999,100,3,2023-01-27,68.85
633,704,32,2,2023-01-27,43.82
634,447,96,2,2023-01-27,99.06
635,581,128,1,2023-01-27,62.76
636,790,196,3,2023-01-27,66.05
637,861,146,4,2023-01-27,11.09
638,247,113,2,2023-01-27,30.98
639,963,83,1,2023-01-27,90.16
640,76,43,1,2023-01-27,33.47
641,154,116,4,2023-01-27,80.45
642,656,163,1,2023-01-27,50.61
643,435,78,2,2023-01-27,92.83
644,997,58,1,2023-01-27,61.64
645,86,33,3,2023-01-27,61.99
646,697,14,3,2023-01-27,31.64
647,285,162,2,2023-01-27,87.55
648,974,189,3,2023-01-27,82.77
649,220,132,4,2023-01-28,12.98
650,69,59,1,2023-01-28,51.94
651,47,157,2,2023-01-28,14.43
652,94,83,4,2023-01-28,90.16
653,750,134,1,2023-01-28,52.27
654,958,121,4,2023-01-28,59.81
655,453,177,2,2023-01-28,39.0
656,204,168,2,2023-01-28,71.14
657,912,83,4,2023-01-28,90.16
658,218,193,1,2023-01-28,82.2
659,474,197,3,2023-01-28,23.76
660,432,27,3,2023-01-28,65.77
661,341,80,4,2023-01-28,58.28
662,551,134,2,2023-01-28,52.27
663,612,13,1,2023-01-28,18.78
664,289,64,1,2023-01-28,31.05
665,254,190,2,2023-01-28,92.82
666,734,147,3,2023-01-28,53.98
667,357,80,1,2023-01-28,58.28
668,23,123,4,2023-01-28,25.18
669,762,43,3,2023-01-28,33.47
670,522,89,4,2023-01-28,72.22
671,758,148,3,2023-01-28,67.98
672,837,95,2,2023-01-28,45.29
673,100,196,4,2023-01-29,66.05
674,802,172,4,2023-01-29,85.78
675,180,151,2,2023-01-29,78.87
676,223,2,4,2023-01-29,81.6
677,906,120,3,2023-01-29,30.43
678,762,22,1,2023-01-29,23.28
679,659,115,1,2023-01-29,62.75
680,442,57,2,2023-01-29,84.9
681,608,72,3,2023-01-29,46.64
682,769,7,4,2023-01-29,58.2
683,325,184,4,2023-01-29,51.99
684,516,119,1,2023-01-29,90.33
685,16,195,4,2023-01-29,71.6
686,792,114,1,2023-01-29,78.16
687,336,16,2,2023-01-29,87.93
688,759,83,4,2023-01-29,90.16
689,258,179,3,2023-01-29,85.91
690,497,72,4,2023-01-29,46.64
691,988,124,1,2023-01-29,97.86
692,896,113,2,2023-01-29,30.98
693,160,12,1,2023-01-29,87.46
694,475,126,4,2023-01-29,15.19
695,852,53,1,2023-01-29,26.27
696,664,75,1,2023-01-29,96.74
697,908,133,2,2023-01-30,34.15
698,690,27,3,2023-01-30,65.77
699,675,140,4,2023-01-30,74.78
700,380,145,2,2023-01-30,66.0
701,545,134,3,2023-01-30,52.27
702,929,97,1,2023-01-30,53.09
703,957,5,3,2023-01-30,17.97
704,691,57,1,2023-01-30,84.9
705,427,156,1,2023-01-30,89.84
706,613,78,2,2023-01-30,92.83
707,268,69,1,2023-01-30,77.71
708,835,118,2,2023-01-30,14.55
709,577,120,3,2023-01-30,30.43
710,417,59,3,2023-01-30,51.94
711,168,33,1,2023-01-30,61.99
712,842,62,2,2023-01-30,26.43
713,43,50,1,2023-01-30,67.71
714,556,112,2,2023-01-30,11.95
715,285,19,2,2023-01-30,96.33
716,397,197,2,2023-01-30,23.76
717,12,123,3,2023-01-30,25.18
718,607,194,2,2023-01-30,57.65
719,302,47,3,2023-01-30,56.53
720,898,167,2,2023-01-30,66.2
721,253,196,3,2023-01-31,66.05
722,499,33,4,2023-01-31,61.99
723,754,141,3,2023-01-31,85.04
724,35,84,3,2023-01-31,74.47
725,727,182,1,2023-01-31,30.83
726,849,135,2,2023-01-31,16.89
727,90,79,4,2023-01-31,50.42
728,776,14,1,2023-01-31,31.64
729,605,147,2,2023-01-31,53.98
730,922,128,4,2023-01-31,62.76
731,970,54,4,2023-01-31,82.01
732,602,148,4,2023-01-31,67.98
